Warehouse_block,Mode_of_Shipment,Cost_of_the_Product,Product_importance,Discount_offered,Reached.on.Time_Y.N,Customer_calls_class,Prior_purchase_category,Weight_category
F,Road,166,low,2,late,seldom calls,0-3 purchase,heavy
D,Road,212,medium,8,ontime,occasionally calls,0-3 purchase,medium
F,Road,252,medium,7,ontime,seldom calls,0-3 purchase,medium
A,Road,155,low,7,late,seldom calls,0-3 purchase,medium
B,Road,244,medium,2,late,occasionally calls,> 3 purchase,medium
C,Road,162,medium,7,late,seldom calls,0-3 purchase,heavy
F,Road,228,medium,10,late,seldom calls,0-3 purchase,medium
D,Road,208,medium,3,late,occasionally calls,0-3 purchase,medium
F,Road,156,medium,7,ontime,frequently calls,0-3 purchase,medium
A,Road,209,high,1,late,seldom calls,0-3 purchase,heavy
B,Road,203,medium,8,late,occasionally calls,0-3 purchase,medium
C,Road,196,high,7,ontime,occasionally calls,> 3 purchase,medium
F,Road,256,low,8,ontime,occasionally calls,0-3 purchase,medium
D,Road,159,medium,4,ontime,occasionally calls,> 3 purchase,medium
F,Flight,137,low,4,ontime,frequently calls,> 3 purchase,heavy
A,Flight,271,low,4,ontime,seldom calls,0-3 purchase,heavy
B,Flight,264,medium,3,late,frequently calls,0-3 purchase,medium
C,Flight,264,medium,1,ontime,seldom calls,0-3 purchase,medium
F,Flight,205,medium,10,late,occasionally calls,0-3 purchase,medium
D,Flight,266,low,10,ontime,frequently calls,0-3 purchase,heavy
F,Flight,200,medium,8,late,frequently calls,0-3 purchase,medium
A,Flight,154,medium,10,late,occasionally calls,> 3 purchase,medium
B,Flight,178,low,4,late,seldom calls,0-3 purchase,medium
C,Flight,198,low,7,late,frequently calls,0-3 purchase,heavy
F,Flight,218,medium,2,ontime,seldom calls,0-3 purchase,heavy
D,Flight,185,high,6,late,occasionally calls,0-3 purchase,medium
F,Flight,235,low,4,ontime,seldom calls,0-3 purchase,heavy
A,Flight,251,high,4,late,seldom calls,0-3 purchase,medium
B,Flight,275,low,9,late,frequently calls,> 3 purchase,medium
C,Flight,156,low,9,ontime,frequently calls,> 3 purchase,medium
F,Flight,135,low,3,ontime,seldom calls,0-3 purchase,medium
D,Flight,143,medium,4,ontime,occasionally calls,0-3 purchase,medium
F,Flight,240,high,10,ontime,frequently calls,0-3 purchase,medium
A,Flight,131,low,4,late,frequently calls,> 3 purchase,medium
B,Flight,142,medium,2,ontime,occasionally calls,0-3 purchase,heavy
C,Flight,275,low,7,ontime,frequently calls,> 3 purchase,medium
F,Ship,137,low,5,late,frequently calls,0-3 purchase,heavy
D,Ship,165,medium,3,ontime,seldom calls,> 3 purchase,medium
F,Ship,250,low,10,ontime,frequently calls,0-3 purchase,medium
A,Ship,242,medium,10,ontime,occasionally calls,0-3 purchase,medium
B,Ship,181,medium,3,late,seldom calls,0-3 purchase,heavy
C,Ship,211,medium,5,ontime,occasionally calls,0-3 purchase,medium
F,Ship,177,low,8,late,seldom calls,> 3 purchase,heavy
D,Ship,135,medium,2,ontime,seldom calls,0-3 purchase,heavy
F,Ship,151,low,10,late,frequently calls,0-3 purchase,medium
A,Ship,250,low,1,ontime,frequently calls,> 3 purchase,medium
B,Ship,191,medium,10,late,frequently calls,> 3 purchase,medium
C,Ship,158,medium,2,late,seldom calls,> 3 purchase,medium
F,Ship,229,medium,1,ontime,seldom calls,0-3 purchase,heavy
D,Ship,169,low,6,late,occasionally calls,> 3 purchase,medium
F,Ship,164,low,7,late,frequently calls,0-3 purchase,medium
A,Ship,177,medium,6,ontime,occasionally calls,0-3 purchase,heavy
B,Ship,193,medium,8,late,occasionally calls,0-3 purchase,medium
C,Ship,198,medium,1,ontime,occasionally calls,0-3 purchase,medium
F,Ship,268,low,2,late,seldom calls,0-3 purchase,medium
D,Ship,269,high,8,ontime,seldom calls,0-3 purchase,heavy
F,Ship,275,low,3,ontime,occasionally calls,0-3 purchase,medium
A,Ship,233,high,5,ontime,frequently calls,0-3 purchase,medium
B,Ship,259,low,3,late,seldom calls,0-3 purchase,medium
C,Ship,239,low,8,late,seldom calls,> 3 purchase,heavy
F,Ship,134,medium,3,ontime,seldom calls,0-3 purchase,medium
D,Ship,131,low,7,ontime,frequently calls,> 3 purchase,medium
F,Ship,194,medium,10,ontime,occasionally calls,> 3 purchase,heavy
A,Ship,261,high,2,late,occasionally calls,0-3 purchase,medium
B,Ship,254,high,7,ontime,occasionally calls,> 3 purchase,heavy
C,Ship,161,low,2,ontime,occasionally calls,> 3 purchase,heavy
F,Ship,227,low,7,ontime,occasionally calls,0-3 purchase,medium
D,Ship,165,high,10,ontime,seldom calls,0-3 purchase,medium
F,Ship,156,medium,9,late,seldom calls,> 3 purchase,medium
A,Ship,262,high,9,ontime,seldom calls,> 3 purchase,medium
B,Ship,263,low,4,late,occasionally calls,0-3 purchase,medium
C,Ship,196,low,1,late,occasionally calls,0-3 purchase,medium
F,Ship,152,low,3,ontime,frequently calls,0-3 purchase,light
D,Ship,278,low,10,late,frequently calls,> 3 purchase,light
F,Ship,260,medium,1,ontime,frequently calls,> 3 purchase,light
A,Ship,254,low,7,ontime,frequently calls,> 3 purchase,light
B,Ship,151,low,2,ontime,seldom calls,> 3 purchase,light
C,Ship,198,medium,6,ontime,seldom calls,0-3 purchase,light
F,Ship,243,low,9,late,frequently calls,> 3 purchase,light
D,Ship,245,low,10,ontime,frequently calls,> 3 purchase,light
F,Ship,268,low,6,ontime,seldom calls,0-3 purchase,heavy
A,Ship,269,high,6,late,seldom calls,0-3 purchase,medium
B,Ship,275,low,10,late,occasionally calls,0-3 purchase,heavy
C,Ship,233,high,7,late,frequently calls,0-3 purchase,medium
F,Ship,259,low,6,late,seldom calls,0-3 purchase,medium
D,Ship,239,low,7,late,seldom calls,> 3 purchase,medium
F,Ship,134,medium,8,ontime,seldom calls,0-3 purchase,medium
A,Ship,131,low,5,late,frequently calls,> 3 purchase,medium
B,Ship,194,medium,9,late,occasionally calls,> 3 purchase,medium
C,Ship,261,high,1,ontime,occasionally calls,0-3 purchase,medium
F,Ship,254,high,7,late,occasionally calls,> 3 purchase,heavy
D,Ship,161,low,6,late,occasionally calls,> 3 purchase,heavy
F,Ship,227,low,7,ontime,occasionally calls,0-3 purchase,medium
A,Ship,165,high,10,ontime,seldom calls,0-3 purchase,medium
B,Ship,156,medium,2,ontime,seldom calls,> 3 purchase,medium
C,Ship,262,high,5,late,seldom calls,> 3 purchase,heavy
F,Ship,263,low,3,ontime,occasionally calls,0-3 purchase,medium
D,Ship,196,low,10,late,occasionally calls,0-3 purchase,medium
F,Ship,152,low,6,ontime,frequently calls,0-3 purchase,light
A,Ship,278,low,8,late,frequently calls,> 3 purchase,light
B,Ship,260,medium,10,ontime,frequently calls,> 3 purchase,light
C,Ship,254,low,4,ontime,frequently calls,> 3 purchase,light
F,Ship,151,low,3,late,seldom calls,> 3 purchase,light
D,Ship,198,medium,6,late,seldom calls,0-3 purchase,light
F,Ship,285,medium,7,late,frequently calls,> 3 purchase,light
A,Ship,306,medium,5,ontime,frequently calls,> 3 purchase,light
B,Ship,291,low,5,ontime,frequently calls,> 3 purchase,light
C,Ship,292,low,8,ontime,frequently calls,> 3 purchase,light
F,Ship,293,low,3,ontime,frequently calls,> 3 purchase,light
D,Ship,275,low,3,ontime,frequently calls,> 3 purchase,light
F,Ship,274,low,6,ontime,frequently calls,> 3 purchase,light
A,Ship,310,low,7,ontime,frequently calls,> 3 purchase,light
B,Ship,292,low,4,late,frequently calls,> 3 purchase,light
C,Ship,256,low,1,ontime,frequently calls,> 3 purchase,light
F,Ship,295,low,5,ontime,frequently calls,> 3 purchase,light
D,Ship,149,medium,5,ontime,seldom calls,0-3 purchase,light
F,Ship,294,medium,2,late,frequently calls,> 3 purchase,light
A,Ship,281,medium,7,late,frequently calls,> 3 purchase,light
B,Ship,294,medium,6,ontime,frequently calls,> 3 purchase,light
C,Ship,249,low,8,ontime,frequently calls,> 3 purchase,light
F,Ship,276,medium,6,late,frequently calls,> 3 purchase,light
D,Ship,284,medium,8,late,frequently calls,> 3 purchase,light
F,Ship,134,low,1,ontime,occasionally calls,0-3 purchase,light
A,Ship,271,medium,1,ontime,frequently calls,> 3 purchase,light
B,Ship,244,medium,1,late,frequently calls,> 3 purchase,light
C,Ship,264,low,10,ontime,frequently calls,> 3 purchase,light
F,Ship,275,low,8,late,frequently calls,> 3 purchase,light
D,Ship,310,medium,7,ontime,frequently calls,> 3 purchase,light
F,Ship,301,medium,3,ontime,frequently calls,> 3 purchase,light
A,Road,247,medium,9,ontime,frequently calls,> 3 purchase,light
B,Road,224,low,9,late,occasionally calls,0-3 purchase,heavy
C,Road,242,low,6,ontime,seldom calls,0-3 purchase,heavy
F,Road,145,low,2,ontime,occasionally calls,0-3 purchase,medium
D,Road,150,low,5,ontime,occasionally calls,0-3 purchase,medium
F,Road,266,low,4,ontime,occasionally calls,0-3 purchase,heavy
A,Road,260,low,4,ontime,frequently calls,0-3 purchase,heavy
B,Road,259,medium,5,late,occasionally calls,0-3 purchase,medium
C,Road,192,low,10,ontime,occasionally calls,0-3 purchase,medium
F,Road,149,medium,5,late,seldom calls,0-3 purchase,medium
D,Road,133,medium,1,late,occasionally calls,0-3 purchase,medium
F,Road,145,medium,3,late,occasionally calls,0-3 purchase,medium
A,Road,186,high,1,late,seldom calls,0-3 purchase,heavy
B,Road,267,medium,8,late,frequently calls,0-3 purchase,heavy
C,Road,157,medium,2,ontime,seldom calls,> 3 purchase,heavy
F,Road,174,low,3,ontime,occasionally calls,0-3 purchase,heavy
D,Road,216,low,4,ontime,occasionally calls,0-3 purchase,heavy
F,Road,143,low,2,ontime,occasionally calls,0-3 purchase,medium
A,Road,135,low,3,late,frequently calls,0-3 purchase,medium
B,Road,222,low,4,ontime,occasionally calls,0-3 purchase,heavy
C,Road,140,high,1,ontime,frequently calls,0-3 purchase,medium
F,Road,209,medium,9,ontime,occasionally calls,0-3 purchase,medium
D,Flight,162,low,4,ontime,seldom calls,0-3 purchase,medium
F,Flight,152,medium,6,ontime,frequently calls,> 3 purchase,heavy
A,Flight,236,medium,9,ontime,occasionally calls,0-3 purchase,medium
B,Flight,192,low,10,ontime,occasionally calls,> 3 purchase,medium
C,Flight,233,high,4,ontime,frequently calls,0-3 purchase,medium
F,Flight,156,medium,2,late,seldom calls,0-3 purchase,medium
D,Flight,257,medium,7,ontime,frequently calls,0-3 purchase,medium
F,Flight,228,low,4,ontime,occasionally calls,> 3 purchase,medium
A,Flight,262,high,9,ontime,frequently calls,0-3 purchase,medium
B,Flight,203,low,2,late,seldom calls,0-3 purchase,medium
C,Flight,217,medium,3,ontime,occasionally calls,> 3 purchase,heavy
F,Flight,197,medium,6,ontime,seldom calls,> 3 purchase,heavy
D,Flight,217,low,9,ontime,seldom calls,0-3 purchase,medium
F,Flight,200,medium,4,ontime,seldom calls,> 3 purchase,medium
A,Flight,181,medium,10,late,occasionally calls,0-3 purchase,medium
B,Flight,212,low,2,late,occasionally calls,0-3 purchase,medium
C,Flight,217,low,4,ontime,frequently calls,0-3 purchase,heavy
F,Flight,240,medium,2,ontime,frequently calls,> 3 purchase,medium
D,Flight,161,low,9,late,seldom calls,0-3 purchase,medium
F,Flight,157,medium,6,ontime,seldom calls,0-3 purchase,heavy
A,Flight,133,medium,4,late,occasionally calls,0-3 purchase,medium
B,Flight,138,low,2,ontime,occasionally calls,0-3 purchase,heavy
C,Ship,158,high,1,late,occasionally calls,0-3 purchase,medium
F,Ship,243,high,2,late,frequently calls,0-3 purchase,heavy
D,Ship,189,medium,2,ontime,seldom calls,0-3 purchase,medium
F,Ship,272,medium,4,ontime,seldom calls,0-3 purchase,medium
A,Ship,168,low,6,late,occasionally calls,0-3 purchase,heavy
B,Ship,157,medium,10,late,occasionally calls,0-3 purchase,medium
C,Ship,217,medium,6,ontime,seldom calls,0-3 purchase,medium
F,Ship,237,low,8,ontime,frequently calls,> 3 purchase,medium
D,Ship,133,low,9,ontime,occasionally calls,0-3 purchase,medium
F,Ship,243,medium,1,late,seldom calls,0-3 purchase,heavy
A,Ship,273,medium,2,late,frequently calls,> 3 purchase,medium
B,Ship,202,low,6,late,frequently calls,> 3 purchase,medium
C,Ship,240,low,7,late,frequently calls,0-3 purchase,medium
F,Ship,275,low,6,ontime,seldom calls,0-3 purchase,medium
D,Ship,274,medium,5,late,seldom calls,0-3 purchase,medium
F,Ship,272,low,4,ontime,occasionally calls,0-3 purchase,heavy
A,Ship,126,medium,2,ontime,seldom calls,> 3 purchase,medium
B,Ship,215,medium,10,late,frequently calls,0-3 purchase,medium
C,Ship,175,low,8,ontime,seldom calls,> 3 purchase,medium
F,Ship,149,medium,5,late,occasionally calls,> 3 purchase,medium
D,Ship,145,medium,1,late,frequently calls,0-3 purchase,medium
F,Ship,257,medium,3,late,frequently calls,> 3 purchase,heavy
A,Ship,136,medium,10,late,occasionally calls,0-3 purchase,medium
B,Ship,163,low,6,ontime,frequently calls,> 3 purchase,medium
C,Ship,256,low,7,late,seldom calls,0-3 purchase,medium
F,Ship,141,low,7,late,seldom calls,0-3 purchase,medium
D,Ship,196,medium,4,late,occasionally calls,0-3 purchase,medium
F,Ship,154,low,5,ontime,frequently calls,0-3 purchase,heavy
A,Ship,197,medium,2,late,frequently calls,0-3 purchase,medium
B,Ship,207,medium,1,ontime,seldom calls,0-3 purchase,medium
C,Ship,258,low,5,ontime,occasionally calls,> 3 purchase,heavy
F,Ship,270,high,7,late,seldom calls,0-3 purchase,medium
D,Ship,139,low,9,late,frequently calls,> 3 purchase,medium
F,Ship,197,low,4,ontime,seldom calls,0-3 purchase,medium
A,Ship,176,low,9,ontime,frequently calls,0-3 purchase,heavy
B,Ship,206,medium,5,late,seldom calls,0-3 purchase,heavy
C,Ship,176,medium,6,ontime,occasionally calls,> 3 purchase,medium
F,Ship,208,medium,6,late,seldom calls,0-3 purchase,medium
D,Ship,154,medium,1,late,seldom calls,0-3 purchase,heavy
F,Ship,206,low,7,ontime,seldom calls,> 3 purchase,medium
A,Ship,253,low,8,late,seldom calls,0-3 purchase,medium
B,Ship,270,medium,2,ontime,occasionally calls,0-3 purchase,medium
C,Ship,271,high,3,late,seldom calls,> 3 purchase,medium
F,Ship,108,low,4,late,seldom calls,0-3 purchase,heavy
D,Ship,172,medium,7,ontime,occasionally calls,0-3 purchase,medium
F,Ship,265,high,5,late,frequently calls,0-3 purchase,medium
A,Ship,208,medium,7,ontime,occasionally calls,> 3 purchase,medium
B,Ship,261,high,3,late,occasionally calls,0-3 purchase,medium
C,Ship,197,medium,1,ontime,occasionally calls,0-3 purchase,medium
F,Ship,240,medium,4,ontime,occasionally calls,0-3 purchase,medium
D,Ship,273,low,1,ontime,occasionally calls,> 3 purchase,medium
F,Ship,180,medium,1,late,seldom calls,0-3 purchase,heavy
A,Ship,136,medium,7,late,occasionally calls,0-3 purchase,medium
B,Ship,222,medium,10,late,seldom calls,> 3 purchase,medium
C,Ship,231,medium,9,ontime,occasionally calls,> 3 purchase,heavy
F,Ship,240,low,8,ontime,occasionally calls,> 3 purchase,medium
D,Ship,152,low,10,ontime,occasionally calls,0-3 purchase,heavy
F,Ship,206,medium,2,late,frequently calls,0-3 purchase,heavy
A,Ship,274,medium,10,late,seldom calls,> 3 purchase,medium
B,Ship,97,high,7,late,frequently calls,> 3 purchase,heavy
C,Ship,243,medium,10,ontime,seldom calls,> 3 purchase,medium
F,Ship,106,medium,7,ontime,seldom calls,> 3 purchase,medium
D,Ship,241,low,2,late,frequently calls,0-3 purchase,heavy
F,Ship,217,medium,1,late,seldom calls,> 3 purchase,heavy
A,Ship,241,medium,5,ontime,occasionally calls,> 3 purchase,medium
B,Ship,213,low,6,ontime,occasionally calls,0-3 purchase,medium
C,Ship,134,medium,10,ontime,seldom calls,0-3 purchase,medium
F,Ship,162,medium,8,ontime,seldom calls,0-3 purchase,medium
D,Ship,193,low,7,late,seldom calls,> 3 purchase,heavy
F,Ship,138,medium,9,late,occasionally calls,0-3 purchase,medium
A,Ship,181,medium,2,ontime,frequently calls,> 3 purchase,medium
B,Ship,274,low,10,ontime,occasionally calls,0-3 purchase,medium
C,Ship,254,high,3,ontime,occasionally calls,0-3 purchase,medium
F,Ship,196,low,10,ontime,frequently calls,> 3 purchase,medium
D,Ship,157,low,6,ontime,occasionally calls,> 3 purchase,medium
F,Ship,130,medium,3,ontime,occasionally calls,0-3 purchase,medium
A,Ship,273,medium,7,ontime,seldom calls,0-3 purchase,heavy
B,Ship,154,medium,9,late,occasionally calls,0-3 purchase,heavy
C,Ship,166,medium,8,ontime,occasionally calls,0-3 purchase,medium
F,Ship,171,low,8,ontime,frequently calls,0-3 purchase,medium
D,Ship,177,low,2,late,frequently calls,0-3 purchase,heavy
F,Ship,195,low,3,ontime,seldom calls,0-3 purchase,heavy
A,Ship,269,low,9,ontime,frequently calls,0-3 purchase,heavy
B,Ship,196,low,4,late,occasionally calls,0-3 purchase,medium
C,Ship,244,high,7,late,seldom calls,0-3 purchase,medium
F,Ship,137,medium,1,late,seldom calls,0-3 purchase,heavy
D,Ship,201,high,6,late,seldom calls,0-3 purchase,medium
F,Ship,211,medium,7,ontime,seldom calls,0-3 purchase,medium
A,Ship,266,medium,4,ontime,frequently calls,0-3 purchase,medium
B,Ship,222,low,2,late,frequently calls,0-3 purchase,heavy
C,Ship,241,high,6,late,frequently calls,> 3 purchase,medium
F,Ship,226,medium,8,ontime,seldom calls,> 3 purchase,medium
D,Ship,254,medium,3,ontime,seldom calls,0-3 purchase,medium
F,Road,222,medium,8,ontime,occasionally calls,0-3 purchase,medium
A,Road,148,medium,5,ontime,occasionally calls,0-3 purchase,medium
B,Road,194,medium,3,late,occasionally calls,0-3 purchase,heavy
C,Road,177,high,7,late,occasionally calls,0-3 purchase,heavy
F,Road,150,low,6,late,seldom calls,0-3 purchase,heavy
D,Road,111,low,4,late,seldom calls,0-3 purchase,medium
F,Road,172,low,3,late,frequently calls,0-3 purchase,medium
A,Road,234,low,3,ontime,occasionally calls,0-3 purchase,medium
B,Road,257,medium,10,late,frequently calls,> 3 purchase,medium
C,Road,221,high,3,late,seldom calls,0-3 purchase,medium
F,Road,171,medium,8,ontime,frequently calls,> 3 purchase,medium
D,Road,231,low,4,ontime,occasionally calls,0-3 purchase,heavy
F,Road,187,medium,9,ontime,frequently calls,> 3 purchase,medium
A,Road,233,low,8,late,frequently calls,0-3 purchase,medium
B,Road,268,medium,3,ontime,occasionally calls,> 3 purchase,medium
C,Road,262,low,9,ontime,occasionally calls,0-3 purchase,medium
F,Road,284,low,8,late,seldom calls,> 3 purchase,medium
D,Road,259,medium,5,ontime,seldom calls,0-3 purchase,medium
F,Road,221,medium,10,ontime,seldom calls,> 3 purchase,medium
A,Road,271,high,6,late,frequently calls,> 3 purchase,medium
B,Road,249,high,2,late,frequently calls,0-3 purchase,medium
C,Road,259,medium,5,ontime,frequently calls,0-3 purchase,medium
F,Flight,176,low,5,late,seldom calls,0-3 purchase,medium
D,Flight,139,low,6,late,occasionally calls,0-3 purchase,medium
F,Flight,243,medium,8,ontime,seldom calls,0-3 purchase,medium
A,Flight,248,medium,5,ontime,frequently calls,0-3 purchase,heavy
B,Flight,247,low,4,late,seldom calls,0-3 purchase,heavy
C,Flight,230,high,10,late,frequently calls,> 3 purchase,heavy
F,Flight,134,high,8,ontime,frequently calls,0-3 purchase,medium
D,Flight,184,low,8,ontime,occasionally calls,0-3 purchase,medium
F,Flight,263,medium,6,ontime,occasionally calls,0-3 purchase,medium
A,Flight,121,high,4,ontime,frequently calls,> 3 purchase,medium
B,Flight,160,medium,3,ontime,seldom calls,0-3 purchase,heavy
C,Flight,229,medium,3,ontime,occasionally calls,> 3 purchase,medium
F,Flight,306,medium,4,late,frequently calls,> 3 purchase,light
D,Flight,291,low,8,ontime,frequently calls,> 3 purchase,light
F,Flight,292,low,10,late,frequently calls,> 3 purchase,light
A,Flight,293,low,2,ontime,frequently calls,> 3 purchase,light
B,Flight,275,low,9,ontime,frequently calls,> 3 purchase,light
C,Flight,274,low,2,late,frequently calls,> 3 purchase,light
F,Flight,310,low,5,ontime,frequently calls,> 3 purchase,light
D,Flight,292,low,10,ontime,frequently calls,> 3 purchase,light
F,Flight,256,low,10,ontime,frequently calls,> 3 purchase,light
A,Flight,234,low,5,ontime,occasionally calls,0-3 purchase,medium
B,Ship,257,medium,1,ontime,frequently calls,> 3 purchase,medium
C,Ship,221,high,1,ontime,seldom calls,0-3 purchase,medium
F,Ship,171,medium,2,late,frequently calls,> 3 purchase,heavy
D,Ship,231,low,1,late,occasionally calls,0-3 purchase,heavy
F,Ship,187,medium,8,ontime,frequently calls,> 3 purchase,medium
